Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1090006,-,-,-,36.01,-78.94,-5,120,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),
2020,1,1,0,30,0,0,0,0,0,0,0,1.8,166.82,0,0.12,0.4,0.7000000000000001,286,92.88,2.8000000000000003,997,0.0000,N/A
2020,1,1,1,30,0,0,0,0,0,0,0,1.4000000000000001,159.89000000000001,0,0.12,0.30000000000000004,0.7000000000000001,284,94.43,2.2,997,0.0000,N/A
2020,1,1,2,30,0,0,0,0,0,0,0,1.1,148.88,0,0.12,0.30000000000000004,0.7000000000000001,279,95.82000000000001,1.7000000000000002,997,0.0000,N/A
2020,1,1,3,30,0,0,0,0,0,0,0,0.8,136.93,0,0.12,0.30000000000000004,0.8,276,96.61,1.3,997,0.0000,N/A
2020,1,1,4,30,0,0,0,0,0,0,0,0.6000000000000001,124.81,0,0.12,0.30000000000000004,0.8,273,97.76,0.9,997,0.0000,N/A
2020,1,1,5,30,0,0,0,0,0,0,0,0.4,112.83,0,0.12,0.30000000000000004,0.8,273,98.8,0.6000000000000001,998,0.0000,N/A
2020,1,1,6,30,0,0,0,0,0,0,0,0.30000000000000004,101.2,0,0.12,0.30000000000000004,0.9,274,98.7,0.5,998,0.0000,N/A
2020,1,1,7,30,9,99,10,9,99,10,0,0.30000000000000004,89.66,0,0.12,0.4,0.9,274,90.32000000000001,1.7000000000000002,999,0.0000,N/A
2020,1,1,8,30,44,578,145,43,602,148,0,0.7000000000000001,79.96000000000001,7,0.12,0.5,0.9,277,76.4,4.5,1000,6.9135,N/A
2020,1,1,9,30,59,779,310,57,791,312,0,1.2000000000000002,71.22,0,0.12,0.7000000000000001,0.9,285,64.01,7.6000000000000005,1000,15.6951,N/A
2020,1,1,10,30,65,878,445,65,878,445,0,0.9,64.37,0,0.12,0.8,0.9,290,54.32,9.700000000000001,1000,23.8450,N/A
2020,1,1,11,30,81,862,511,69,916,525,0,0.9,60.11,0,0.12,0.8,0.9,288,50.910000000000004,10.700000000000001,999,28.1538,N/A
2020,1,1,12,30,193,408,403,71,920,544,7,1.2000000000000002,59.03,0,0.12,0.8,0.9,286,49.910000000000004,11.3,998,22.3417,N/A
2020,1,1,13,30,124,663,442,71,898,502,7,1.5,61.300000000000004,0,0.12,0.7000000000000001,0.9,285,50.42,11.5,998,24.1771,N/A
2020,1,1,14,30,82,737,375,64,850,402,0,1.9000000000000001,66.57000000000001,0,0.12,0.6000000000000001,0.9,284,52.730000000000004,11.200000000000001,998,19.7629,N/A
2020,1,1,15,30,79,494,214,53,746,256,7,2.6,74.18,29,0.12,0.4,0.9,282,62.300000000000004,9.4,999,10.5415,N/A
2020,1,1,16,30,33,501,90,33,501,90,0,4.6000000000000005,83.43,0,0.12,0.30000000000000004,0.9,275,85.83,6.800000000000001,999,0.0000,N/A
2020,1,1,17,30,0,0,0,0,0,0,0,3.8000000000000003,94.06,0,0.12,0.30000000000000004,0.8,266,89.32000000000001,5.4,1000,0.0000,N/A
2020,1,1,18,30,0,0,0,0,0,0,0,3.5,105.33,0,0.12,0.30000000000000004,0.8,261,89.69,5.1000000000000005,1000,0.0000,N/A
2020,1,1,19,30,0,0,0,0,0,0,0,3.1,117.11,0,0.12,0.30000000000000004,0.8,253,92.86,4.2,1001,0.0000,N/A
2020,1,1,20,30,0,0,0,0,0,0,7,2.8000000000000003,129.16,0,0.12,0.30000000000000004,0.8,249,94.19,3.6,1001,0.0000,N/A
2020,1,1,21,30,0,0,0,0,0,0,0,2.4000000000000004,141.26,0,0.12,0.30000000000000004,0.8,247,93.85000000000001,3.3000000000000003,1001,0.0000,N/A
2020,1,1,22,30,0,0,0,0,0,0,7,2.4000000000000004,153.01,0,0.12,0.30000000000000004,0.8,247,94.61,3.2,1002,0.0000,N/A
2020,1,1,23,30,0,0,0,0,0,0,7,2.3000000000000003,163.14000000000001,0,0.12,0.30000000000000004,0.8,246,94.58,3.1,1002,0.0000,N/A
2020,1,2,0,30,0,0,0,0,0,0,7,2.4000000000000004,166.76,0,0.12,0.30000000000000004,0.9,244,94.26,3.2,1002,0.0000,N/A
2020,1,2,1,30,0,0,0,0,0,0,4,2.4000000000000004,159.91,0,0.12,0.30000000000000004,0.9,243,95.22,3.1,1002,0.0000,N/A
2020,1,2,2,30,0,0,0,0,0,0,7,2.3000000000000003,148.93,0,0.12,0.30000000000000004,1,240,97.36,2.7,1002,0.0000,N/A
2020,1,2,3,30,0,0,0,0,0,0,4,2,136.98,0,0.12,0.30000000000000004,1.1,234,100,2,1002,0.0000,N/A
2020,1,2,4,30,0,0,0,0,0,0,4,1.3,124.86,0,0.12,0.30000000000000004,1.2000000000000002,228,100,1.3,1002,0.0000,N/A
2020,1,2,5,30,0,0,0,0,0,0,7,1.2000000000000002,112.88,0,0.12,0.30000000000000004,1.3,223,100,1.2000000000000002,1002,0.0000,N/A
2020,1,2,6,30,0,0,0,0,0,0,7,1.3,101.25,0,0.12,0.30000000000000004,1.4000000000000001,216,100,1.3,1003,0.0000,N/A
2020,1,2,7,30,6,52,6,8,96,9,4,1.7000000000000002,89.68,32,0.12,0.4,1.5,204,91.21000000000001,3,1003,0.0000,N/A
2020,1,2,8,30,41,588,143,41,588,143,0,2.4000000000000004,79.97,0,0.12,0.5,1.7000000000000002,191,78.64,5.800000000000001,1003,6.8182,N/A
2020,1,2,9,30,65,694,289,57,762,302,0,3.2,71.21000000000001,0,0.12,0.5,1.8,185,68.45,8.700000000000001,1003,14.6332,N/A
2020,1,2,10,30,157,327,299,66,836,428,8,3.8000000000000003,64.33,0,0.12,0.7000000000000001,1.9000000000000001,197,59.2,11.5,1003,16.0263,N/A
2020,1,2,11,30,194,260,324,71,870,505,4,3.2,60.050000000000004,0,0.12,0.9,2,214,50.4,13.3,1003,17.8572,N/A
2020,1,2,12,30,226,90,272,71,876,523,8,3,58.94,0,0.12,0.9,2.2,220,47.95,13.8,1002,15.0869,N/A
2020,1,2,13,30,103,0,103,68,854,480,8,3.1,61.19,0,0.12,0.8,2.4000000000000004,221,48.97,13.600000000000001,1001,5.6379,N/A
2020,1,2,14,30,137,55,159,62,800,382,8,3.6,66.44,0,0.12,0.7000000000000001,2.6,218,53.46,12.8,1000,8.3881,N/A
2020,1,2,15,30,74,0,74,52,691,242,8,4.6000000000000005,74.05,29,0.12,0.5,2.8000000000000003,217,63.120000000000005,11.4,1000,3.6495,N/A
2020,1,2,16,30,26,0,26,33,438,84,7,5.5,83.3,100,0.12,0.4,3,217,75.3,9.700000000000001,1001,0.0000,N/A
2020,1,2,17,30,0,0,0,0,0,0,7,6,93.92,0,0.12,0.4,3.1,212,84.05,8.5,1001,0.0000,N/A
2020,1,2,18,30,0,0,0,0,0,0,4,6.6000000000000005,105.19,0,0.12,0.30000000000000004,3.2,208,89.76,8.200000000000001,1002,0.0000,N/A
2020,1,2,19,30,0,0,0,0,0,0,0,7,116.97,0,0.12,0.4,3.3000000000000003,202,93.88,7.9,1002,0.0000,N/A
2020,1,2,20,30,0,0,0,0,0,0,7,7.2,129.03,0,0.12,0.4,3.3000000000000003,194,95.9,7.800000000000001,1002,0.0000,N/A
2020,1,2,21,30,0,0,0,0,0,0,4,7.300000000000001,141.13,0,0.12,0.4,3.4000000000000004,187,97.04,7.7,1001,0.0000,N/A
2020,1,2,22,30,0,0,0,0,0,0,7,7.300000000000001,152.87,0,0.12,0.4,3.6,191,96.57000000000001,7.800000000000001,1001,0.0000,N/A
2020,1,2,23,30,0,0,0,0,0,0,7,7.2,163,0,0.12,0.4,3.6,196,96.55,7.7,1000,0.0000,N/A
2020,1,3,0,30,0,0,0,0,0,0,8,7,166.69,0,0.12,0.30000000000000004,3.3000000000000003,192,98.25,7.300000000000001,1000,0.0000,N/A
2020,1,3,1,30,0,0,0,0,0,0,8,6.800000000000001,159.92000000000002,0,0.12,0.30000000000000004,3.2,190,99.45,6.9,999,0.0000,N/A
2020,1,3,2,30,0,0,0,0,0,0,7,6.7,148.97,0,0.12,0.4,3.4000000000000004,199,98.4,6.9,999,0.0000,N/A
2020,1,3,3,30,0,0,0,0,0,0,7,6.7,137.04,0,0.12,0.5,3.6,211,97.99000000000001,7,998,0.0000,N/A
2020,1,3,4,30,0,0,0,0,0,0,7,6.800000000000001,124.91,0,0.12,0.5,3.5,216,98.26,7.1000000000000005,998,0.0000,N/A
2020,1,3,5,30,0,0,0,0,0,0,7,7,112.92,0,0.12,0.5,3.4000000000000004,218,98.16,7.300000000000001,999,0.0000,N/A
2020,1,3,6,30,0,0,0,0,0,0,7,7.300000000000001,101.28,0,0.12,0.4,3.3000000000000003,219,98.47,7.5,999,0.0000,N/A
2020,1,3,7,30,2,0,2,8,38,8,7,7.6000000000000005,89.71000000000001,57,0.12,0.5,3.2,226,97.07000000000001,8,999,0.0000,N/A
2020,1,3,8,30,17,0,17,53,436,129,7,8.200000000000001,79.98,100,0.12,0.6000000000000001,3,236,94.33,9.1,999,0.8106,N/A
2020,1,3,9,30,21,0,21,72,658,284,4,9.3,71.2,14,0.12,0.7000000000000001,2.9000000000000004,239,90.48,10.8,999,1.0634,N/A
2020,1,3,10,30,75,0,75,81,759,410,4,10.600000000000001,64.29,0,0.12,0.7000000000000001,3.1,240,86.91,12.700000000000001,999,4.0211,N/A
2020,1,3,11,30,67,0,67,83,804,485,4,11.9,59.980000000000004,0,0.12,0.7000000000000001,3.4000000000000004,240,83.62,14.600000000000001,998,3.6942,N/A
2020,1,3,12,30,41,0,41,93,781,497,8,13.200000000000001,58.84,0,0.12,0.6000000000000001,3.8000000000000003,236,82.72,16.1,997,2.2754,N/A
2020,1,3,13,30,70,0,70,104,718,451,8,14.4,61.07,0,0.12,0.5,4,223,84.4,17.1,996,3.8344,N/A
2020,1,3,14,30,49,1,49,88,677,360,4,15.600000000000001,66.31,0,0.12,0.5,4.1000000000000005,205,88.57000000000001,17.5,995,2.5876,N/A
2020,1,3,15,30,10,0,10,68,576,228,4,16.6,73.91,29,0.12,0.4,4.1000000000000005,195,95.94,17.3,995,0.4938,N/A
2020,1,3,16,30,13,0,13,38,334,78,4,16.400000000000002,83.16,100,0.12,0.30000000000000004,4.2,206,100,16.400000000000002,996,0.0000,N/A
2020,1,3,17,30,0,0,0,0,0,0,8,15.5,93.77,0,0.12,0.2,4.4,237,100,15.5,996,0.0000,N/A
2020,1,3,18,30,0,0,0,0,0,0,8,15.200000000000001,105.05,0,0.12,0.2,4.4,257,100,15.200000000000001,996,0.0000,N/A
2020,1,3,19,30,0,0,0,0,0,0,7,14.4,116.83,0,0.12,0.2,4.4,328,100,14.4,997,0.0000,N/A
2020,1,3,20,30,0,0,0,0,0,0,7,13.8,128.89000000000001,0,0.12,0.1,4.5,204,100,13.8,996,0.0000,N/A
2020,1,3,21,30,0,0,0,0,0,0,4,13.8,140.99,0,0.12,0.2,4.5,93,100,13.8,996,0.0000,N/A
2020,1,3,22,30,0,0,0,0,0,0,4,14.3,152.72,0,0.12,0.2,4.5,171,99.91,14.3,995,0.0000,N/A
2020,1,3,23,30,0,0,0,0,0,0,4,14.4,162.86,0,0.12,0.30000000000000004,4.5,252,100,14.4,995,0.0000,N/A
2020,1,4,0,30,0,0,0,0,0,0,4,13.9,166.61,0,0.12,0.30000000000000004,4.3,298,100,13.9,996,0.0000,N/A
2020,1,4,1,30,0,0,0,0,0,0,8,13.100000000000001,159.93,0,0.12,0.2,4,304,100,13.100000000000001,996,0.0000,N/A
2020,1,4,2,30,0,0,0,0,0,0,8,12.3,149.01,0,0.12,0.30000000000000004,3.8000000000000003,273,100,12.3,996,0.0000,N/A
2020,1,4,3,30,0,0,0,0,0,0,8,11.700000000000001,137.08,0,0.12,0.30000000000000004,3.7,235,100,11.700000000000001,995,0.0000,N/A
2020,1,4,4,30,0,0,0,0,0,0,8,11.700000000000001,124.96000000000001,0,0.12,0.30000000000000004,3.6,229,100,11.700000000000001,995,0.0000,N/A
2020,1,4,5,30,0,0,0,0,0,0,8,12.100000000000001,112.96000000000001,0,0.12,0.30000000000000004,3.6,232,100,12.100000000000001,995,0.0000,N/A
2020,1,4,6,30,0,0,0,0,0,0,7,12.3,101.31,0,0.12,0.4,3.6,237,100,12.3,995,0.0000,N/A
2020,1,4,7,30,2,0,2,8,58,8,4,12.3,89.74,57,0.12,0.4,3.5,238,99.33,12.4,995,0.0000,N/A
2020,1,4,8,30,16,0,16,46,495,132,8,12.4,79.98,100,0.12,0.4,3.4000000000000004,232,97.59,12.8,995,0.7629,N/A
2020,1,4,9,30,28,0,28,63,699,288,4,12.8,71.18,0,0.12,0.5,3.2,225,96.22,13.4,995,1.4181,N/A
2020,1,4,10,30,98,23,108,73,787,415,4,13.3,64.25,0,0.12,0.5,3,220,95.03,14.100000000000001,994,5.7921,N/A
2020,1,4,11,30,127,8,131,79,828,494,3,13.8,59.9,0,0.12,0.6000000000000001,2.9000000000000004,218,93.66,14.8,992,7.2264,N/A
2020,1,4,12,30,58,0,58,79,843,516,3,14,58.74,0,0.12,0.7000000000000001,2.8000000000000003,220,91.96000000000001,15.3,991,3.2206,N/A
2020,1,4,13,30,169,21,179,74,836,480,3,13.9,60.94,0,0.12,0.7000000000000001,2.6,222,90.3,15.5,990,9.8130,N/A
2020,1,4,14,30,125,296,245,69,790,388,3,13.700000000000001,66.17,0,0.12,0.8,2.4000000000000004,226,88.44,15.600000000000001,989,12.9524,N/A
2020,1,4,15,30,64,646,245,64,646,245,0,13.5,73.76,0,0.12,0.8,2.3000000000000003,240,89.48,15.200000000000001,989,12.1150,N/A
2020,1,4,16,30,27,76,36,44,331,84,4,13.100000000000001,83.02,82,0.12,0.8,2.1,265,93.82000000000001,14.100000000000001,990,0.0000,N/A
2020,1,4,17,30,0,0,0,0,0,0,3,12.100000000000001,93.63,0,0.12,0.8,1.8,288,97.07000000000001,12.600000000000001,991,0.0000,N/A
2020,1,4,18,30,0,0,0,0,0,0,0,9.8,104.91,0,0.12,0.8,1.6,298,87.38,11.8,992,0.0000,N/A
2020,1,4,19,30,0,0,0,0,0,0,4,7.1000000000000005,116.69,0,0.12,0.9,1.3,299,86.69,9.200000000000001,994,0.0000,N/A
2020,1,4,20,30,0,0,0,0,0,0,4,5.5,128.75,0,0.12,1.1,1,300,84.01,8,995,0.0000,N/A
2020,1,4,21,30,0,0,0,0,0,0,4,3,140.84,0,0.12,1.1,0.8,300,77.89,6.6000000000000005,996,0.0000,N/A
2020,1,4,22,30,0,0,0,0,0,0,0,0.30000000000000004,152.58,0,0.12,1.1,0.7000000000000001,297,69.53,5.4,998,0.0000,N/A
2020,1,4,23,30,0,0,0,0,0,0,0,-0.6000000000000001,162.72,0,0.12,1.1,0.7000000000000001,295,68.89,4.6000000000000005,999,0.0000,N/A
2020,1,5,0,30,0,0,0,0,0,0,0,-0.9,166.52,0,0.12,1,0.7000000000000001,297,70.61,4,1000,0.0000,N/A
2020,1,5,1,30,0,0,0,0,0,0,0,-1.1,159.93,0,0.12,1,0.7000000000000001,299,71.56,3.6,1002,0.0000,N/A
2020,1,5,2,30,0,0,0,0,0,0,0,-1.3,149.04,0,0.12,0.9,0.6000000000000001,300,72.32000000000001,3.2,1003,0.0000,N/A
2020,1,5,3,30,0,0,0,0,0,0,0,-1.5,137.12,0,0.12,0.8,0.6000000000000001,300,73.54,2.8000000000000003,1003,0.0000,N/A
2020,1,5,4,30,0,0,0,0,0,0,0,-1.6,125,0,0.12,0.7000000000000001,0.5,302,75.32000000000001,2.3000000000000003,1004,0.0000,N/A
2020,1,5,5,30,0,0,0,0,0,0,0,-1.8,113,0,0.12,0.7000000000000001,0.5,304,76.46000000000001,1.9000000000000001,1005,0.0000,N/A
2020,1,5,6,30,0,0,0,0,0,0,0,-2,101.34,0,0.12,0.6000000000000001,0.6000000000000001,305,77.61,1.5,1005,0.0000,N/A
2020,1,5,7,30,10,102,10,10,102,10,0,-2.1,89.72,0,0.12,0.7000000000000001,0.6000000000000001,303,73.86,2.1,1006,0.0000,N/A
2020,1,5,8,30,44,610,150,44,610,150,0,-1.8,79.98,0,0.12,0.9,0.7000000000000001,301,66.23,3.9000000000000004,1007,7.1521,N/A
2020,1,5,9,30,60,799,318,60,799,318,0,-2.2,71.15,0,0.12,1,0.7000000000000001,301,57.17,5.6000000000000005,1008,16.1105,N/A
2020,1,5,10,30,67,881,451,67,881,451,0,-2.7,64.19,0,0.12,1,0.8,299,50.480000000000004,6.9,1008,24.1977,N/A
2020,1,5,11,30,71,921,534,71,921,534,0,-2.7,59.82,0,0.12,1,0.8,296,46.79,8,1007,29.4710,N/A
2020,1,5,12,30,70,929,554,70,929,554,0,-2.4000000000000004,58.620000000000005,0,0.12,0.9,0.9,293,45.14,8.8,1007,30.7829,N/A
2020,1,5,13,30,66,916,513,66,916,513,0,-2.1,60.81,0,0.12,0.9,0.9,288,45.160000000000004,9.200000000000001,1006,28.1456,N/A
2020,1,5,14,30,61,871,415,61,871,415,0,-1.6,66.02,0,0.12,0.7000000000000001,0.9,282,47.14,9.1,1006,21.9653,N/A
2020,1,5,15,30,51,772,269,51,772,269,0,-0.7000000000000001,73.61,0,0.12,0.5,0.9,272,54.95,7.800000000000001,1005,13.3202,N/A
2020,1,5,16,30,33,540,100,33,540,100,0,2.4000000000000004,82.86,0,0.12,0.30000000000000004,0.9,261,83.57000000000001,4.9,1005,0.0000,N/A
2020,1,5,17,30,0,0,0,0,0,0,0,1.5,93.48,0,0.12,0.30000000000000004,0.9,252,89.56,3,1006,0.0000,N/A
2020,1,5,18,30,0,0,0,0,0,0,0,1.2000000000000002,104.76,0,0.12,0.30000000000000004,0.9,248,88.91,2.8000000000000003,1006,0.0000,N/A
2020,1,5,19,30,0,0,0,0,0,0,0,1,116.54,0,0.13,0.4,0.9,241,89.3,2.6,1006,0.0000,N/A
2020,1,5,20,30,0,0,0,0,0,0,0,1,128.6,0,0.13,0.4,1,236,88.96000000000001,2.6,1005,0.0000,N/A
2020,1,5,21,30,0,0,0,0,0,0,0,1,140.70000000000002,0,0.13,0.4,0.9,231,89.64,2.5,1005,0.0000,N/A
2020,1,5,22,30,0,0,0,0,0,0,0,1,152.43,0,0.13,0.4,0.9,232,91.12,2.3000000000000003,1005,0.0000,N/A
2020,1,5,23,30,0,0,0,0,0,0,0,1,162.56,0,0.13,0.4,0.9,238,94.71000000000001,1.8,1004,0.0000,N/A
2020,1,6,0,30,0,0,0,0,0,0,0,1,166.42000000000002,0,0.13,0.4,0.9,244,97.37,1.4000000000000001,1004,0.0000,N/A
2020,1,6,1,30,0,0,0,0,0,0,0,1,159.92000000000002,0,0.13,0.4,0.9,246,98.8,1.2000000000000002,1004,0.0000,N/A
2020,1,6,2,30,0,0,0,0,0,0,0,1.1,149.06,0,0.13,0.4,0.9,251,98.94,1.2000000000000002,1004,0.0000,N/A
2020,1,6,3,30,0,0,0,0,0,0,0,1,137.15,0,0.13,0.4,0.8,259,100,1,1004,0.0000,N/A
2020,1,6,4,30,0,0,0,0,0,0,0,0.7000000000000001,125.03,0,0.13,0.4,0.8,266,100,0.7000000000000001,1004,0.0000,N/A
2020,1,6,5,30,0,0,0,0,0,0,0,0.4,113.03,0,0.13,0.4,0.7000000000000001,272,100,0.4,1005,0.0000,N/A
2020,1,6,6,30,0,0,0,0,0,0,0,0.30000000000000004,101.36,0,0.13,0.4,0.6000000000000001,275,100,0.30000000000000004,1005,0.0000,N/A
2020,1,6,7,30,9,122,10,9,122,10,0,0.30000000000000004,89.73,0,0.13,0.4,0.6000000000000001,275,89.64,1.8,1006,0.0000,N/A
2020,1,6,8,30,39,666,155,39,666,155,0,1,79.96000000000001,0,0.13,0.5,0.5,275,75.7,4.9,1006,7.3903,N/A
2020,1,6,9,30,52,846,326,52,846,326,0,2.1,71.11,0,0.13,0.6000000000000001,0.5,287,65.7,8.1,1007,16.5218,N/A
2020,1,6,10,30,58,927,462,58,927,462,0,2,64.13,0,0.13,0.7000000000000001,0.5,299,55.660000000000004,10.5,1006,24.7985,N/A
2020,1,6,11,30,59,965,546,59,965,546,0,0.7000000000000001,59.72,0,0.13,0.7000000000000001,0.5,302,46.59,11.8,1006,30.1508,N/A
2020,1,6,12,30,62,971,569,62,971,569,0,-0.1,58.51,0,0.13,0.7000000000000001,0.5,305,41.85,12.5,1005,31.6354,N/A
2020,1,6,13,30,63,951,529,63,951,529,0,-0.4,60.67,0,0.13,0.7000000000000001,0.5,310,40.7,12.600000000000001,1004,29.0482,N/A
2020,1,6,14,30,57,899,425,57,899,425,0,-0.1,65.87,0,0.13,0.5,0.6000000000000001,314,42.95,12.100000000000001,1004,22.5206,N/A
2020,1,6,15,30,50,802,278,50,802,278,0,1.7000000000000002,73.46000000000001,0,0.13,0.4,0.6000000000000001,319,55.75,10.200000000000001,1004,13.7850,N/A
2020,1,6,16,30,32,572,105,32,572,105,0,4.6000000000000005,82.71000000000001,0,0.13,0.8,0.6000000000000001,325,80.87,7.7,1005,0.0000,N/A
2020,1,6,17,30,0,0,0,0,0,0,0,0.4,93.33,0,0.13,1.1,0.6000000000000001,331,64.22,6.7,1006,0.0000,N/A
2020,1,6,18,30,0,0,0,0,0,0,0,-0.5,104.61,0,0.13,1.1,0.6000000000000001,335,60.33,6.6000000000000005,1006,0.0000,N/A
2020,1,6,19,30,0,0,0,0,0,0,0,-1.2000000000000002,116.39,0,0.12,1.2000000000000002,0.6000000000000001,348,61.74,5.6000000000000005,1006,0.0000,N/A
2020,1,6,20,30,0,0,0,0,0,0,0,-1.7000000000000002,128.46,0,0.12,1.2000000000000002,0.6000000000000001,356,63.76,4.6000000000000005,1006,0.0000,N/A
2020,1,6,21,30,0,0,0,0,0,0,0,-1.9000000000000001,140.55,0,0.12,1.1,0.6000000000000001,183,68.04,3.4000000000000004,1006,0.0000,N/A
2020,1,6,22,30,0,0,0,0,0,0,4,-1.6,152.28,0,0.12,0.9,0.6000000000000001,9,76.8,2,1006,0.0000,N/A
2020,1,6,23,30,0,0,0,0,0,0,7,-1.5,162.41,0,0.12,0.5,0.7000000000000001,14,81.92,1.2000000000000002,1006,0.0000,N/A
2020,1,7,0,30,0,0,0,0,0,0,7,-1.3,166.31,0,0.12,0.30000000000000004,0.8,24,85.48,0.9,1005,0.0000,N/A
2020,1,7,1,30,0,0,0,0,0,0,4,-1.2000000000000002,159.9,0,0.12,0.30000000000000004,0.8,40,86.52,0.8,1005,0.0000,N/A
2020,1,7,2,30,0,0,0,0,0,0,7,-1.3,149.08,0,0.12,0.30000000000000004,0.9,60,86.7,0.7000000000000001,1005,0.0000,N/A
2020,1,7,3,30,0,0,0,0,0,0,7,-1.1,137.18,0,0.12,0.30000000000000004,1,81,88.17,0.6000000000000001,1004,0.0000,N/A
2020,1,7,4,30,0,0,0,0,0,0,7,-1,125.06,0,0.12,0.30000000000000004,1.2000000000000002,102,87.61,0.8,1004,0.0000,N/A
2020,1,7,5,30,0,0,0,0,0,0,4,-0.9,113.05,0,0.12,0.30000000000000004,1.3,121,86.18,1.2000000000000002,1003,0.0000,N/A
2020,1,7,6,30,0,0,0,0,0,0,0,-0.4,101.37,0,0.12,0.4,1.4000000000000001,136,86.95,1.5,1002,0.0000,N/A
2020,1,7,7,30,6,18,6,8,37,8,8,0.2,89.73,39,0.12,0.6000000000000001,1.5,145,83.02,2.8000000000000003,1001,0.0000,N/A
2020,1,7,8,30,58,428,133,58,428,133,0,1.5,79.95,0,0.12,0.7000000000000001,1.7000000000000002,154,76.86,5.2,1000,6.3412,N/A
2020,1,7,9,30,105,37,117,88,620,289,4,2.9000000000000004,71.07000000000001,0,0.12,0.8,1.8,166,70.71000000000001,7.9,999,5.9318,N/A
2020,1,7,10,30,25,0,25,109,698,414,4,5,64.06,0,0.12,0.9,1.9000000000000001,181,70.03,10.200000000000001,998,1.3426,N/A
2020,1,7,11,30,25,0,25,119,738,492,4,7.4,59.63,0,0.12,0.9,2,198,74.96000000000001,11.700000000000001,996,1.3812,N/A
2020,1,7,12,30,49,0,49,131,725,511,4,9.1,58.38,0,0.12,1,1.9000000000000001,226,83.04,11.9,996,2.7262,N/A
2020,1,7,13,30,79,2,80,124,722,479,4,9.3,60.52,0,0.12,1.2000000000000002,1.6,255,86.64,11.5,996,4.3969,N/A
2020,1,7,14,30,135,30,147,92,751,401,4,8,65.72,0,0.12,1.3,1.1,276,83.8,10.600000000000001,997,7.7984,N/A
2020,1,7,15,30,65,708,268,65,708,268,0,5.1000000000000005,73.3,0,0.12,1.2000000000000002,0.8,287,75.15,9.3,999,13.3089,N/A
2020,1,7,16,30,37,516,104,37,516,104,0,2.7,82.55,0,0.12,0.9,0.6000000000000001,292,72.12,7.4,1001,0.0000,N/A
2020,1,7,17,30,0,0,0,0,0,0,0,1.3,93.17,0,0.12,0.7000000000000001,0.5,295,74.21000000000001,5.5,1003,0.0000,N/A
2020,1,7,18,30,0,0,0,0,0,0,0,0.5,104.46000000000001,0,0.12,0.7000000000000001,0.5,296,73.45,4.800000000000001,1004,0.0000,N/A
2020,1,7,19,30,0,0,0,0,0,0,0,0.1,116.24000000000001,0,0.13,0.4,0.5,299,85.85000000000001,2.2,1005,0.0000,N/A
2020,1,7,20,30,0,0,0,0,0,0,0,-0.2,128.31,0,0.13,0.30000000000000004,0.5,297,93.10000000000001,0.8,1006,0.0000,N/A
2020,1,7,21,30,0,0,0,0,0,0,0,-0.6000000000000001,140.4,0,0.13,0.30000000000000004,0.6000000000000001,287,94.21000000000001,0.2,1006,0.0000,N/A
2020,1,7,22,30,0,0,0,0,0,0,0,-0.7000000000000001,152.12,0,0.13,0.30000000000000004,0.6000000000000001,275,93.61,0.2,1007,0.0000,N/A
2020,1,7,23,30,0,0,0,0,0,0,0,-0.7000000000000001,162.25,0,0.13,0.30000000000000004,0.6000000000000001,266,93.68,0.2,1007,0.0000,N/A
2020,1,8,0,30,0,0,0,0,0,0,0,-0.8,166.20000000000002,0,0.13,0.4,0.6000000000000001,263,92.79,0.2,1007,0.0000,N/A
2020,1,8,1,30,0,0,0,0,0,0,0,-0.8,159.88,0,0.13,0.4,0.6000000000000001,264,91.02,0.5,1007,0.0000,N/A
2020,1,8,2,30,0,0,0,0,0,0,0,-0.6000000000000001,149.09,0,0.13,0.5,0.5,264,91.81,0.6000000000000001,1008,0.0000,N/A
2020,1,8,3,30,0,0,0,0,0,0,0,-0.4,137.21,0,0.13,0.5,0.5,259,94.94,0.30000000000000004,1008,0.0000,N/A
