Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1090006,-,-,-,36.01,-78.94,-5,120,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2017,1,1,21,0,0,0,0,0,0,0,8,7,135.11,0,0.114,0.30000000000000004,3.344,129.8,100,7,1000,0.0000,0.0000,N/A
2017,1,1,21,30,0,0,0,0,0,0,8,7,141.15,0,0.114,0.2,3.408,129.8,100,7,1000,0.0000,0.0000,N/A
2017,1,1,22,0,0,0,0,0,0,0,8,7,147.1,0,0.114,0.2,3.472,123.7,100,7,1000,0.0000,0.0000,N/A
2017,1,1,22,30,0,0,0,0,0,0,8,7,152.89000000000001,0,0.114,0.2,3.485,123.7,100,7,1000,0.0000,0.0000,N/A
2017,1,1,23,0,0,0,0,0,0,0,8,7,158.32,0,0.114,0.30000000000000004,3.5,123.10000000000001,100,7,1000,0.0000,0.0000,N/A
2017,1,1,23,30,0,0,0,0,0,0,8,7,163.02,0,0.114,0.30000000000000004,3.519,123.10000000000001,100,7,1000,0.0000,0.0000,N/A
2017,1,2,0,0,0,0,0,0,0,0,8,7,166.20000000000002,0,0.114,0.30000000000000004,3.5380000000000003,125.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,0,30,0,0,0,0,0,0,8,7,166.69,0,0.114,0.30000000000000004,3.572,125.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,1,0,0,0,0,0,0,0,8,7,164.25,0,0.114,0.30000000000000004,3.606,120.80000000000001,100,7,1000,0.0000,0.0000,N/A
2017,1,2,1,30,0,0,0,0,0,0,8,7,159.91,0,0.114,0.30000000000000004,3.6390000000000002,120.80000000000001,100,7,1000,0.0000,0.0000,N/A
2017,1,2,2,0,0,0,0,0,0,0,8,7,154.66,0,0.114,0.30000000000000004,3.673,113.10000000000001,100,7,1000,0.0000,0.0000,N/A
2017,1,2,2,30,0,0,0,0,0,0,8,7,148.96,0,0.114,0.2,3.6830000000000003,113.10000000000001,100,7,1000,0.0000,0.0000,N/A
2017,1,2,3,0,0,0,0,0,0,0,6,7,143.04,0,0.114,0.2,3.694,101.5,100,7,1000,0.0000,0.0000,N/A
2017,1,2,3,30,0,0,0,0,0,0,6,7,137.02,0,0.114,0.2,3.696,101.5,100,7,1000,0.0000,0.0000,N/A
2017,1,2,4,0,0,0,0,0,0,0,8,7,130.96,0,0.114,0.2,3.6990000000000003,81.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,4,30,0,0,0,0,0,0,8,7,124.91,0,0.114,0.2,3.7070000000000003,81.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,5,0,0,0,0,0,0,0,6,7,118.88,0,0.114,0.2,3.715,65.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,5,30,0,0,0,0,0,0,6,7,112.92,0,0.114,0.2,3.706,65.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,6,0,0,0,0,0,0,0,6,7,107.04,0,0.114,0.2,3.697,49.400000000000006,100,7,1000,0.0000,0.0000,N/A
2017,1,2,6,30,0,0,0,0,0,0,6,7,101.28,0,0.114,0.2,3.6990000000000003,49.400000000000006,100,7,1000,0.0000,0.0000,N/A
2017,1,2,7,0,0,0,0,0,0,0,6,7,95.66,0,0.114,0.30000000000000004,3.701,35,100,7,1000,0.0000,0.0000,N/A
2017,1,2,7,30,0,0,0,0,0,0,6,7,90.22,0,0.114,0.2,3.678,35,100,7,1000,0.0000,0.0000,N/A
2017,1,2,8,0,11,0,11,32,205,50,6,7,85.02,4,0.114,0.2,3.6550000000000002,24,100,7,1000,0.0000,0.0000,N/A
2017,1,2,8,30,27,0,27,55,389,122,6,7,80.08,4,0.114,0.2,3.61,24,100,7,1000,0.0000,0.0000,N/A
2017,1,2,9,0,45,0,45,69,523,200,6,7,75.47,4,0.114,0.2,3.567,41.5,99.81,8,1000,2.1916,1.6829,N/A
2017,1,2,9,30,62,0,62,80,606,275,8,7,71.26,0,0.114,0.2,3.5260000000000002,41.5,99.78,8,1000,3.1379,2.4259,N/A
2017,1,2,10,0,85,0,85,93,645,340,8,8,67.52,0,0.114,0.30000000000000004,3.486,43.800000000000004,100,8,1000,4.4454,3.4521,N/A
2017,1,2,10,30,77,0,77,99,686,397,6,8,64.35,0,0.114,0.30000000000000004,3.4490000000000003,43.800000000000004,100,8,1000,4.1266,3.2137,N/A
2017,1,2,11,0,127,0,127,111,693,439,6,8,61.82,0,0.114,0.30000000000000004,3.412,32.2,97.83,9,1000,6.9240,5.4020,N/A
2017,1,2,11,30,159,0,160,114,712,470,6,8,60.03,0,0.114,0.30000000000000004,3.392,32.2,97.79,9,1000,8.8194,6.8882,N/A
2017,1,2,12,0,81,0,81,112,734,489,6,8,59.04,0,0.114,0.30000000000000004,3.373,14.4,99.95,9,1000,4.4903,3.5089,N/A
2017,1,2,12,30,80,0,80,112,735,492,6,8,58.9,0,0.114,0.30000000000000004,3.3770000000000002,14.4,99.9,9,1000,4.4383,3.4685,N/A
2017,1,2,13,0,100,0,100,116,714,477,6,9,59.61,0,0.114,0.30000000000000004,3.3810000000000002,2.7,95.26,10,1000,5.5256,4.3166,N/A
2017,1,2,13,30,113,0,113,113,699,451,6,9,61.13,0,0.114,0.30000000000000004,3.362,2.7,95.26,10,1000,6.1875,4.8295,N/A
2017,1,2,14,0,186,50,208,112,662,409,8,9,63.410000000000004,0,0.114,0.30000000000000004,3.344,350.20000000000005,95.71000000000001,10,1000,11.2211,8.7450,N/A
2017,1,2,14,30,126,0,126,106,625,357,8,9,66.38,0,0.114,0.30000000000000004,3.2840000000000003,350.20000000000005,100,9,1000,6.6503,5.1701,N/A
2017,1,2,15,0,104,0,104,93,591,295,8,9,69.93,4,0.114,0.30000000000000004,3.224,339.6,100,9,1000,5.3275,4.1259,N/A
2017,1,2,15,30,79,0,79,81,517,224,8,9,73.99,4,0.114,0.30000000000000004,3.189,339.6,100,9,1000,3.8982,3.0011,N/A
2017,1,2,16,0,52,0,52,65,411,147,8,9,78.48,4,0.114,0.30000000000000004,3.154,348.8,100,9,1000,2.4835,1.8966,N/A
2017,1,2,16,30,25,0,25,43,256,73,4,8,83.31,4,0.114,0.2,3.1390000000000002,348.8,100,8,1000,0.0000,0.0000,N/A
2017,1,2,17,0,5,0,5,12,51,14,8,8,88.43,4,0.114,0.2,3.126,7.7,100,8,1000,0.0000,0.0000,N/A
2017,1,2,17,30,0,0,0,0,0,0,8,8,93.8,0,0.114,0.2,3.114,7.7,100,8,1000,0.0000,0.0000,N/A
2017,1,2,18,0,0,0,0,0,0,0,8,8,99.36,0,0.114,0.2,3.103,18.8,100,8,1000,0.0000,0.0000,N/A
2017,1,2,18,30,0,0,0,0,0,0,8,7,105.08,1,0.114,0.2,3.092,18.8,100,7,1000,0.0000,0.0000,N/A
2017,1,2,19,0,0,0,0,0,0,0,8,7,110.92,0,0.114,0.2,3.081,27.200000000000003,100,7,1000,0.0000,0.0000,N/A
2017,1,2,19,30,0,0,0,0,0,0,4,7,116.85000000000001,0,0.114,0.2,3.086,27.200000000000003,100,7,1000,0.0000,0.0000,N/A
2017,1,2,20,0,0,0,0,0,0,0,4,7,122.86,0,0.114,0.2,3.093,31.3,100,7,1000,0.0000,0.0000,N/A
2017,1,2,20,30,0,0,0,0,0,0,8,7,128.91,0,0.114,0.1,3.091,31.3,100,7,1000,0.0000,0.0000,N/A
2017,1,2,21,0,0,0,0,0,0,0,8,7,134.97,0,0.114,0.1,3.089,42.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,21,30,0,0,0,0,0,0,4,7,141.01,0,0.114,0.1,3.065,42.7,100,7,1000,0.0000,0.0000,N/A
2017,1,2,22,0,0,0,0,0,0,0,8,7,146.96,0,0.114,0.2,3.041,57.2,100,7,1000,0.0000,0.0000,N/A
2017,1,2,22,30,0,0,0,0,0,0,8,7,152.74,0,0.114,0.2,3.092,57.2,100,7,1000,0.0000,0.0000,N/A
2017,1,2,23,0,0,0,0,0,0,0,6,7,158.18,0,0.114,0.30000000000000004,3.144,66.10000000000001,100,7,1000,0.0000,0.0000,N/A
2017,1,2,23,30,0,0,0,0,0,0,8,6,162.88,0,0.114,0.2,3.201,66.10000000000001,100,6,1000,0.0000,0.0000,N/A
2017,1,3,0,0,0,0,0,0,0,0,8,6,166.08,0,0.114,0.2,3.259,71.3,100,6,1000,0.0000,0.0000,N/A
2017,1,3,0,30,0,0,0,0,0,0,8,6,166.62,0,0.114,0.2,3.295,71.3,100,6,1000,0.0000,0.0000,N/A
2017,1,3,1,0,0,0,0,0,0,0,6,6,164.22,0,0.114,0.2,3.332,75.8,100,6,1000,0.0000,0.0000,N/A
2017,1,3,1,30,0,0,0,0,0,0,8,6,159.92000000000002,0,0.114,0.2,3.367,75.8,100,6,1000,0.0000,0.0000,N/A
2017,1,3,2,0,0,0,0,0,0,0,8,6,154.69,0,0.114,0.30000000000000004,3.402,88.9,100,6,1000,0.0000,0.0000,N/A
2017,1,3,2,30,0,0,0,0,0,0,8,6,149,0,0.114,0.30000000000000004,3.4530000000000003,88.9,100,6,1000,0.0000,0.0000,N/A
2017,1,3,3,0,0,0,0,0,0,0,8,6,143.09,0,0.114,0.4,3.5060000000000002,112.4,100,6,1000,0.0000,0.0000,N/A
2017,1,3,3,30,0,0,0,0,0,0,4,6,137.07,0,0.114,0.4,3.474,112.4,100,6,990,0.0000,0.0000,N/A
2017,1,3,4,0,0,0,0,0,0,0,8,6,131.01,0,0.114,0.4,3.443,136.4,100,6,990,0.0000,0.0000,N/A
2017,1,3,4,30,0,0,0,0,0,0,8,6,124.95,0,0.114,0.30000000000000004,3.436,136.4,100,6,990,0.0000,0.0000,N/A
2017,1,3,5,0,0,0,0,0,0,0,8,7,118.92,0,0.114,0.30000000000000004,3.43,154.20000000000002,100,7,990,0.0000,0.0000,N/A
2017,1,3,5,30,0,0,0,0,0,0,8,7,112.96000000000001,0,0.114,0.2,3.499,154.20000000000002,100,7,990,0.0000,0.0000,N/A
2017,1,3,6,0,0,0,0,0,0,0,6,7,107.08,0,0.114,0.2,3.568,173.3,100,7,990,0.0000,0.0000,N/A
2017,1,3,6,30,0,0,0,0,0,0,6,7,101.31,0,0.114,0.1,3.648,173.3,100,7,990,0.0000,0.0000,N/A
2017,1,3,7,0,0,0,0,0,0,0,8,7,95.69,0,0.114,0,3.729,250.5,100,7,990,0.0000,0.0000,N/A
2017,1,3,7,30,0,0,0,0,0,0,8,7,90.24,1,0.114,0.1,3.6470000000000002,250.5,100,7,990,0.0000,0.0000,N/A
2017,1,3,8,0,30,251,52,30,251,52,1,7,85.03,0,0.114,0.30000000000000004,3.565,340.3,100,7,990,0.0000,0.0000,N/A
2017,1,3,8,30,50,440,126,50,440,126,8,7,80.08,4,0.114,0.30000000000000004,3.313,340.3,100,7,990,0.0000,0.0000,N/A
2017,1,3,9,0,69,529,202,69,529,202,3,7,75.46000000000001,4,0.114,0.4,3.0620000000000003,344,100,7,990,9.8389,7.5549,N/A
2017,1,3,9,30,81,611,277,81,611,277,1,7,71.24,0,0.114,0.30000000000000004,3.065,344,100,7,990,14.0217,10.8406,N/A
2017,1,3,10,0,94,649,343,94,649,343,1,8,67.49,0,0.114,0.2,3.069,15.3,100,8,990,17.9427,13.9342,N/A
2017,1,3,10,30,100,691,400,100,691,400,1,8,64.3,0,0.114,0.1,3.037,15.3,94.68,9,990,21.4445,16.7012,N/A
2017,1,3,11,0,88,774,454,88,774,454,1,9,61.76,0,0.114,0,3.005,260.5,93.66,10,990,24.7615,19.3192,N/A
2017,1,3,11,30,108,0,108,90,794,487,2,9,59.96,0,0.114,0.2,2.863,260.5,93.59,10,990,5.9556,4.6516,N/A
2017,1,3,12,0,168,3,170,78,844,513,2,10,58.95,0,0.114,0.4,2.721,255.5,94.03,11,990,9.4288,7.3684,N/A
2017,1,3,12,30,131,0,131,78,848,518,3,10,58.800000000000004,0,0.114,0.4,2.61,255.5,93.98,11,990,7.2718,5.6832,N/A
2017,1,3,13,0,115,0,115,82,833,505,3,10,59.49,0,0.114,0.5,2.5,267.90000000000003,93.27,12,990,6.3588,4.9679,N/A
2017,1,3,13,30,192,373,372,80,823,479,8,10,61,0,0.114,0.5,2.3770000000000002,267.90000000000003,93.25,12,990,20.3860,15.9129,N/A
2017,1,3,14,0,176,28,189,81,794,438,8,11,63.28,0,0.114,0.5,2.254,270.90000000000003,94.57000000000001,12,990,10.2052,7.9540,N/A
2017,1,3,14,30,99,0,99,77,766,385,6,11,66.24,0,0.114,0.4,2.113,270.90000000000003,100,11,990,5.2310,4.0672,N/A
2017,1,3,15,0,82,0,82,68,734,322,8,11,69.79,4,0.114,0.4,1.972,270.3,100,11,990,4.2058,3.2578,N/A
2017,1,3,15,30,63,0,63,61,669,247,8,9,73.85000000000001,4,0.114,0.30000000000000004,1.915,270.3,100,10,990,3.1127,2.3969,N/A
2017,1,3,16,0,50,578,167,50,578,167,8,9,78.33,4,0.114,0.30000000000000004,1.858,261.8,100,10,990,7.9805,6.0959,N/A
2017,1,3,16,30,35,421,85,35,421,85,1,9,83.17,0,0.114,0.30000000000000004,1.8880000000000001,261.8,100,9,990,0.0000,0.0000,N/A
2017,1,3,17,0,13,163,18,13,163,18,1,8,88.29,0,0.114,0.4,1.919,258.7,100,8,990,0.0000,0.0000,N/A
2017,1,3,17,30,0,0,0,0,0,0,3,8,93.66,0,0.114,0.30000000000000004,1.997,258.7,100,8,990,0.0000,0.0000,N/A
2017,1,3,18,0,0,0,0,0,0,0,3,8,99.22,0,0.114,0.30000000000000004,2.075,240.4,100,8,990,0.0000,0.0000,N/A
2017,1,3,18,30,0,0,0,0,0,0,3,9,104.93,1,0.114,0.30000000000000004,2.15,240.4,100,9,990,0.0000,0.0000,N/A
2017,1,3,19,0,0,0,0,0,0,0,8,9,110.77,0,0.114,0.4,2.225,242,100,10,990,0.0000,0.0000,N/A
2017,1,3,19,30,0,0,0,0,0,0,8,9,116.71000000000001,0,0.114,0.4,2.249,242,100,10,990,0.0000,0.0000,N/A
2017,1,3,20,0,0,0,0,0,0,0,8,9,122.72,0,0.114,0.4,2.273,238.20000000000002,100,10,990,0.0000,0.0000,N/A
2017,1,3,20,30,0,0,0,0,0,0,8,9,128.77,0,0.114,0.4,2.279,238.20000000000002,100,10,990,0.0000,0.0000,N/A
2017,1,3,21,0,0,0,0,0,0,0,8,9,134.83,0,0.114,0.4,2.285,236.4,100,10,990,0.0000,0.0000,N/A
2017,1,3,21,30,0,0,0,0,0,0,8,9,140.87,0,0.114,0.4,2.257,236.4,100,10,990,0.0000,0.0000,N/A
2017,1,3,22,0,0,0,0,0,0,0,8,9,146.82,0,0.114,0.4,2.23,237.5,100,10,980,0.0000,0.0000,N/A
2017,1,3,22,30,0,0,0,0,0,0,8,9,152.6,0,0.114,0.30000000000000004,2.1750000000000003,237.5,100,10,980,0.0000,0.0000,N/A
2017,1,3,23,0,0,0,0,0,0,0,8,9,158.03,0,0.114,0.30000000000000004,2.12,237.3,100,10,980,0.0000,0.0000,N/A
2017,1,3,23,30,0,0,0,0,0,0,8,9,162.74,0,0.114,0.30000000000000004,2.054,237.3,100,9,980,0.0000,0.0000,N/A
2017,1,4,0,0,0,0,0,0,0,0,8,9,165.95000000000002,0,0.114,0.30000000000000004,1.988,235.5,100,9,980,0.0000,0.0000,N/A
2017,1,4,0,30,0,0,0,0,0,0,8,9,166.53,0,0.114,0.30000000000000004,1.956,235.5,100,9,980,0.0000,0.0000,N/A
2017,1,4,1,0,0,0,0,0,0,0,8,9,164.19,1,0.114,0.30000000000000004,1.924,235.9,100,9,980,0.0000,0.0000,N/A
2017,1,4,1,30,0,0,0,0,0,0,8,8,159.92000000000002,0,0.114,0.30000000000000004,1.903,235.9,100,8,980,0.0000,0.0000,N/A
2017,1,4,2,0,0,0,0,0,0,0,8,8,154.71,0,0.114,0.30000000000000004,1.883,238.9,100,8,980,0.0000,0.0000,N/A
2017,1,4,2,30,0,0,0,0,0,0,8,8,149.03,0,0.114,0.30000000000000004,1.859,238.9,100,8,980,0.0000,0.0000,N/A
2017,1,4,3,0,0,0,0,0,0,0,8,8,143.13,0,0.114,0.30000000000000004,1.837,243,100,8,980,0.0000,0.0000,N/A
2017,1,4,3,30,0,0,0,0,0,0,1,8,137.11,0,0.114,0.30000000000000004,1.835,243,100,8,980,0.0000,0.0000,N/A
2017,1,4,4,0,0,0,0,0,0,0,7,8,131.05,0,0.114,0.30000000000000004,1.835,249.10000000000002,100,8,980,0.0000,0.0000,N/A
2017,1,4,4,30,0,0,0,0,0,0,7,8,124.99000000000001,0,0.114,0.30000000000000004,1.851,249.10000000000002,100,8,980,0.0000,0.0000,N/A
2017,1,4,5,0,0,0,0,0,0,0,8,8,118.96000000000001,0,0.114,0.30000000000000004,1.867,259.40000000000003,100,8,980,0.0000,0.0000,N/A
2017,1,4,5,30,0,0,0,0,0,0,4,8,112.99000000000001,0,0.114,0.30000000000000004,1.883,259.40000000000003,100,8,990,0.0000,0.0000,N/A
2017,1,4,6,0,0,0,0,0,0,0,4,8,107.11,1,0.114,0.4,1.9000000000000001,277.6,100,8,990,0.0000,0.0000,N/A
2017,1,4,6,30,0,0,0,0,0,0,8,8,101.34,0,0.114,0.4,1.8960000000000001,277.6,100,8,990,0.0000,0.0000,N/A
2017,1,4,7,0,0,0,0,0,0,0,8,8,95.71000000000001,0,0.114,0.4,1.8920000000000001,293.7,100,8,990,0.0000,0.0000,N/A
2017,1,4,7,30,0,0,0,0,0,0,4,8,90.26,0,0.114,0.4,1.872,293.7,100,8,990,0.0000,0.0000,N/A
2017,1,4,8,0,20,0,20,30,310,57,4,9,85.03,4,0.114,0.4,1.852,296.6,100,9,990,0.0000,0.0000,N/A
2017,1,4,8,30,48,0,48,49,498,135,8,9,80.08,4,0.114,0.4,1.815,296.6,94.28,10,990,0.0000,0.0000,N/A
2017,1,4,9,0,77,0,77,64,606,216,8,9,75.45,4,0.114,0.5,1.778,295.5,91.48,11,990,3.7508,2.8801,N/A
2017,1,4,9,30,105,0,105,73,687,295,8,9,71.21000000000001,0,0.114,0.5,1.73,295.5,85.67,12,990,5.3166,4.1105,N/A
2017,1,4,10,0,143,357,280,70,787,371,8,9,67.45,0,0.114,0.6000000000000001,1.684,301.8,79.72,13,990,14.6519,11.3791,N/A
2017,1,4,10,30,114,612,380,74,825,432,7,9,64.25,0,0.114,0.7000000000000001,1.625,301.8,79.72,13,990,20.3796,15.8724,N/A
